unitid,chronname,city,state,level,control,basic,hbcu,flagship,long_x,lat_y,site,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,exp_award_percentile,ft_pct,fte_value,fte_percentile,med_sat_value,med_sat_percentile,aid_value,aid_percentile,endow_value,endow_percentile,grad_100_value,grad_100_percentile,grad_150_value,grad_150_percentile,pell_value,pell_percentile,retain_value,retain_percentile,ft_fac_value,ft_fac_percentile,vsa_year,vsa_grad_after4_first,vsa_grad_elsewhere_after4_first,vsa_enroll_after4_first,vsa_enroll_elsewhere_after4_first,vsa_grad_after6_first,vsa_grad_elsewhere_after6_first,vsa_enroll_after6_first,vsa_enroll_elsewhere_after6_first,vsa_grad_after4_transfer,vsa_grad_elsewhere_after4_transfer,vsa_enroll_after4_transfer,vsa_enroll_elsewhere_after4_transfer,vsa_grad_after6_transfer,vsa_grad_elsewhere_after6_transfer,vsa_enroll_after6_transfer,vsa_enroll_elsewhere_after6_transfer,similar,state_sector_ct,carnegie_ct,counted_pct,nicknames,cohort_size
107141,John Brown University,Siloam Springs,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-94.559088,36.191077,www.jbu.edu,2080,27.7,19.4,22.5,56822,82509,101725,28,75.5,1752,61,1144,75,13360,47,38304,71,55.4,71,65.4,71,31.8,37,82.4,71,37.4,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219000|139393|213996|180984|153250|104586|154101|212197|204635|203845|174491|107512|201654|133711|217059|221014|217518|180416|239318|145372,12,343,82.2|07,NULL,361
107318,Mid-South Community College,West Memphis,Arkansas,2-year,Public,Associates--Public Suburban-serving Single Campus,NULL,NULL,-90.22285,35.145736,www.midsouthcc.edu,1793,11.2,23.6,16.5,68945,25729,37780,90,39.2,1217,15,NULL,NULL,4194,58,1763,73,2.5,7,8.1,5,58.2,85,40,3,33.1,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,242583|149365|201672|172291|165981|139278|204440|186034|198376|130606|189839|218885|186469|395362|166133|218991|191199|158884|211343|216825,22,106,30.4|10,NULL,284
107327,Arkansas Northeastern College,Blytheville,Arkansas,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-89.922491,35.897362,www.anc.edu,1425,23.6,23.6,16.5,38626,25729,37780,48,43.4,1149,14,NULL,NULL,4417,65,3180,87,20.4,85,20.4,51,50.2,70,56.7,46,75.6,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179715|248776|171234|175643|101897|175573|218025|222822|207050|201283|366465|199926|218487|179645|102429|138956|140942|175810|140599|237817,22,289,30.8|10,NULL,333
107460,North Arkansas College,Harrison,Arkansas,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-93.087317,36.220528,www.northark.edu,2167,26.5,23.6,16.5,25675,25729,37780,18,49.8,1744,26,NULL,NULL,6544,94,2148,79,12.1,62,23.8,63,61.5,90,50.8,20,46.4,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,206923|107637|199892|140483|139357|100760|140599|217712|237817|140678|227225|198491|151078|141255|175935|366465|240745|207050|199926|170587,22,289,62.1|10,NULL,471
107512,Ouachita Baptist University,Arkadelphia,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,NULL,NULL,-93.052442,34.125045,www.obu.edu,1543,18.9,19.4,22.5,97070,82509,101725,66,97.7,1536,53,1090,62,15553,60,54781,80,48.1,59,60.2,61,27,28,76.3,53,71.4,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,133711|174491|203845|217059|212197|104586|153250|217518|153825|238476|154101|152567|180416|177542|221014|145372|111188|180984|213996|219000,12,252,86.5|07,NULL,372
107521,Ouachita Technical College,Malvern,Arkansas,2-year,Public,Associates--Public Rural-serving Small,NULL,NULL,-92.821416,34.378745,www.coto.edu,1501,33.4,23.6,16.5,13646,25729,37780,3,38.9,923,9,NULL,NULL,3546,33,NULL,NULL,9.3,49,23.3,61,37,38,48.7,14,34.6,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,231873|155201|160843|158307|223922|227687|161077|180151|160001|420440|420556|240657|194028|200341|420723|160694|155487|233037|155593|174604,22,111,55.6|10,NULL,172
107549,Ozarka College,Melbourne,Arkansas,2-year,Public,Associates--Public Rural-serving Small,NULL,NULL,-91.896355,36.053031,www.ozarka.edu,1489,23.2,23.6,16.5,15691,25729,37780,4,58.6,1251,15,NULL,NULL,6773,96,1182,62,13.1,66,22,56,70.9,97,53.8,32,42.4,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127778|414911|161484|217837|101994|140997|368911|430795|141006|159984|198640|180081|445018|139621|428392|199449|218955|101949|106883|219480,22,111,36.3|10,NULL,305
107558,University of the Ozarks,Clarksville,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-93.467924,35.477785,www.ozarks.edu,585,14.9,19.4,22.5,234957,82509,101725,96,97.6,598,22,1057,51,19284,76,154110,92,34.3,36,48.3,37,39.1,55,69.4,33,78.3,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,155973|209506|151777|150604|198215|219082|155414|197984|204194|141185|140234|144971|177144|176947|221731|168528|237792|201371|202514|174075,12,343,73.6|07,NULL,178
107585,University of Arkansas Community College at Morrilton,Morrilton,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,NULL,NULL,-92.728507,35.172136,www.uaccm.edu,2149,31.6,23.6,16.5,15557,25729,37780,4,59.1,1705,25,930,71,3444,29,19,3,14.3,70,27.6,75,67.2,94,54.7,35,63.4,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106999|420538|107725|187958|203456|188049|179344|107619|203483|440402|181765|445674|106795|188225|159407|201946|201432|180276|187620|200314,22,47,53.9|10,NULL,537
107600,Philander Smith College,Little Rock,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,X,NULL,-92.28242,34.73666,www.philander.edu,556,17.4,19.4,22.5,108670,82509,101725,73,94.1,624,23,NULL,NULL,9696,27,15423,46,20.2,14,45,31,72.8,93,54.3,10,56.5,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101675|106306|102270|177551|220604|198862|133979|233499|206491|133526|218919|229887|217721|227429|199582|228884|106412|218399|199643|207209,12,343,68.2|07,NULL,129
107619,Phillips Community College of the University of Arkansas,Helena,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,NULL,NULL,-90.617745,34.544976,www.pccua.edu,2029,19.7,23.6,16.5,52513,25729,37780,77,37.3,1151,14,NULL,NULL,3898,48,NULL,NULL,14.2,70,24.5,65,39.6,45,55.7,41,67.3,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,188049|203483|179344|203456|187958|440402|181765|107725|445674|106795|188225|159407|201946|420538|201432|106999|180276|200314|187620|237701,22,47,57.6|10,NULL,204
107637,Southeast Arkansas College,Pine Bluff,Arkansas,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-92.024731,34.209797,www.seark.edu,1601,27.6,23.6,16.5,21823,25729,37780,11,53.1,1251,15,NULL,NULL,4359,64,435,37,12.5,64,12.5,18,58.6,86,45.2,8,39.1,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107460|206923|199892|140483|139357|140599|100760|217712|237817|140678|227225|198491|151078|141255|175935|207050|170587|240745|141158|366465,22,289,53.1|10,NULL,313
107664,Pulaski Technical College,North Little Rock,Arkansas,2-year,Public,Associates--Public Urban-serving Single Campus,NULL,NULL,-92.299729,34.78243,www.pulaskitech.edu,10527,25,23.6,16.5,25032,25729,37780,16,48.1,8396,84,NULL,NULL,3588,34,160,14,4.9,22,12.6,19,57.4,84,51.5,23,34.1,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,129367|171304|184995|138901|151032|215239|218830|138840|175041|174136|409315|201973|203748|201928|150987|165033|205470|170055|155292|167534,22,31,47.6|10,NULL,996
107725,University of Arkansas Community College at Hope,Hope,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,NULL,NULL,-93.584528,33.64791,www.uacch.edu,1460,32.5,23.6,16.5,22178,25729,37780,11,50.1,1054,12,NULL,NULL,4169,58,2041,78,13.1,66,23.3,61,61.9,90,52.9,28,44,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,187958|420538|203456|106999|179344|188049|107619|203483|107585|440402|181765|445674|106795|188225|159407|201946|180276|200314|201432|187620,22,47,40.8|10,NULL,236
107743,Rich Mountain Community College,Mena,Arkansas,2-year,Public,Associates--Public Rural-serving Small,NULL,NULL,-94.2197,34.590793,www.rmcc.edu,957,23.8,23.6,16.5,21118,25729,37780,10,42.9,636,6,NULL,NULL,4811,76,NULL,NULL,11.1,58,22.2,57,38.9,43,60.1,61,30.4,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127389|199023|173805|219143|160010|173115|172671|198923|423652|156851|174570|239442|199795|173993|159823|198206|190169|130217|177977|175157,22,111,34.5|10,NULL,144
107877,Williams Baptist College,Walnut Ridge,Arkansas,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-90.939876,36.126825,www.wbcoll.edu,574,19.3,19.4,22.5,52842,82509,101725,23,84.7,516,20,1001,29,10699,32,20167,54,24.2,19,39.4,21,52.7,80,58.8,14,58,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,233912|181853|214810|143288|127680|170000|156189|139630|153621|214883|205443|233611|181330|220206|191621|178369|106713|248882|139205|180692,12,343,45.1|07,NULL,132
107974,South Arkansas Community College,El Dorado,Arkansas,2-year,Public,Associates--Public Rural-serving Small,NULL,NULL,-92.666087,33.209446,www.southark.edu,1632,27,23.6,16.5,18079,25729,37780,6,43.9,1310,17,NULL,NULL,3976,51,1019,58,5.2,25,10.4,11,51,73,50.6,20,49.5,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,198084|136145|159692|101602|106883|203331|219480|219189|210270|158583|199625|101499|101949|169992|142179|198905|155052|158088|180373|160366,22,111,46.0|10,NULL,173
107983,Southern Arkansas University,Magnolia,Arkansas,4-year,Public,Masters Colleges and Universities--medium programs,NULL,NULL,-93.235087,33.291195,www.saumag.edu,2960,18.8,19.6,21.5,45186,47347,66436,22,84.4,2681,23,989,32,8377,85,1061,12,13.5,24,30.4,16,51.5,85,64.3,19,65.6,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237118|237640|199209|178341|155627|218645|140988|215266|195544|139311|228042|153001|166391|236133|215284|202514|165644|226587|201371|221731,10,169,68.5|07,NULL,481
107992,Southern Arkansas University Tech,Camden,Arkansas,2-year,Public,Associates--Public 2-year colleges under 4-year universities,NULL,NULL,-92.719498,33.63037,www.sautech.edu,1730,30.5,23.6,16.5,19557,25729,37780,9,37.7,1316,17,NULL,NULL,4568,70,642,46,17.4,78,41.6,94,32.2,26,57.4,48,52.2,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,141680|141796|157173|141811|187976|141802|188021|187994|188003|233338|152637|141839|187666|106449|141990|383996|383190|204662|201955|200846,22,47,48.7|10,NULL,190
108092,University of Arkansas at Fort Smith,Fort Smith,Arkansas,4-year,Public,Baccalaureate/Associates Colleges,NULL,NULL,-94.374073,35.385345,uafs.edu/,7170,17.1,19.6,21.5,49785,47347,66436,30,71.4,6103,49,1028,50,6161,53,11489,81,9.3,13,24.1,8,50.5,84,62.2,15,54.3,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182865|211477|142522|204820|140322|139463|207661|214166|214740|194392|420307|127024|161217|204486|159382|174279|165802|214759|151458|372958,10,124,73.5|07,NULL,572
108232,Academy of Art University,San Francisco,California,4-year,Private for-profit,Schools of art- music- and design,NULL,NULL,-122.400686,37.787748,www.academyart.edu,10508,14,23.2,24.6,72846,53245,38763,79,54.5,8062,97,NULL,NULL,6474,92,NULL,NULL,5.3,10,32.7,64,42.4,7,71,75,18.9,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111081|214971|110370|143048|113537|192110|164872|164933|134237|199184|122454|197151|117168|140951|119775|215105|166984|214148|161509|110185,64,114,52.8|07,NULL,700
108250,ITT Technical Institute at Rancho Cordova,Rancho Cordova,California,4-year,Private for-profit,Other technology-related schools,NULL,NULL,-121.281506,38.59172,www.itt-tech.edu,510,36.9,23.2,24.6,27102,53245,38763,16,75.9,574,48,NULL,NULL,4314,48,NULL,NULL,0,0,0,0,66.2,42,NULL,NULL,18.2,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,372578|409069|244154|105172|398130|437936|368601|230384|116484|151500|135939|151519|238892|116466|208965|244011|151494|184269|437927|176637,64,54,80.8|07,NULL,5
108667,College of Alameda,Alameda,California,2-year,Public,Associates--Public Urban-serving Multicampus,NULL,NULL,-122.279261,37.78239,www.peralta.edu,5799,7.7,12.8,16.5,53507,44144,37780,78,12.3,3071,47,NULL,NULL,2067,3,NULL,NULL,9.4,50,26.7,72,22,7,62.2,70,36.2,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118772|111896|364016|227191|223524|125170|113111|125028|119331|122746|105145|159267|444219|156107|160667|236513|144184|199856|117867|105747,113,125,8.3|10,NULL,202
108807,Allan Hancock College,Santa Maria,California,2-year,Public,Associates--Public Rural-serving Large,NULL,NULL,-120.421486,34.942979,www.hancockcollege.edu/,10885,20.9,12.8,16.5,31050,44144,37780,31,31.2,6639,77,NULL,NULL,2459,6,2463,82,8.6,47,26.9,73,24.2,10,72,93,26.1,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113193|122889|119067|154697|182500|106148|403469|236638|115393|238722|403487|236188|110334|188100|112561|236258|197887|123013|126711|238263,113,128,27.9|10,NULL,923
108852,"American Academy of Dramatic Arts, Los Angeles Campus",Los Angeles,California,2-year,Private not-for-profit,Associates--Private Not-for-profit,NULL,NULL,-118.344097,34.095315,www.aada.edu,258,32.4,34.1,25.9,56750,31169,34510,73,100,276,49,NULL,NULL,7167,79,6196,52,60.4,70,60.4,60,41.6,25,63.3,46,18.6,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189811|189282|130448|188678|195191|118541|165264|215390|126410|202912|166407|230418|195784|222105|432524|155177|101648|442356|213774|216551,4,73,100.0|10,NULL,91
109040,American Career College,Los Angeles,California,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-118.292282,34.079236,americancareercollege.edu/,1770,16.1,39.3,32.8,57337,23430,24795,91,100,1320,88,NULL,NULL,4129,40,NULL,NULL,14.3,15,61.2,50,70.6,52,64.1,40,40.4,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453109|448789|372921|377458|207625|447476|444574|451699|391582|445753|373085|449083|454175|446604|454625|200785|192688|451404|440651|406200,63,517,NULL,NULL,1842
109208,American River College,Sacramento,California,2-year,Public,Associates--Public Urban-serving Multicampus,NULL,NULL,-121.346012,38.649734,www.arc.losrios.edu/,29701,13.8,12.8,16.5,17050,44144,37780,6,25.5,20452,99,NULL,NULL,2396,6,NULL,NULL,7.7,39,26.7,72,28.6,18,68.3,87,38.9,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222992|121901|228547|105525|113856|133702|112190|122180|209746|230746|123527|117788|122339|181303|114266|105154|104708|207935|120421|179113,113,125,15.3|10,NULL,1389
109350,Antelope Valley College,Lancaster,California,2-year,Public,Associates--Public Suburban-serving Single Campus,NULL,NULL,-118.186166,34.676207,www.avc.edu,14262,14.2,12.8,16.5,43550,44144,37780,60,31.6,9206,86,NULL,NULL,3350,26,279,28,5.5,28,28.6,77,51.1,73,74.3,96,31.6,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175315|125091|211927|140012|148007|193946|191339|213659|216825|137209|115001|151041|203599|211343|197294|158884|191199|218991|198774|185536,113,106,28.5|10,NULL,1009
109651,Art Center College of Design,Pasadena,California,4-year,Private not-for-profit,Schools of art- music- and design,NULL,NULL,-118.186901,34.170844,www.artcenter.edu,1767,16.9,22.4,22.5,178804,125902,101725,92,84.8,2072,68,NULL,NULL,11688,37,29713,65,30.7,30,64.4,69,36.9,49,80.4,65,24.9,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120403|209603|214148|117168|441973|173887|440341|110185|224776|134237|148177|166911|161509|183345|377546|208239|117113|167321|113582|121275,74,114,69.3|07,NULL,101
109785,Azusa Pacific University,Azusa,California,4-year,Private not-for-profit,Doctoral/Research Universities,NULL,NULL,-117.88795,34.130865,www.apu.edu,6543,24.2,22.4,22.5,75475,125902,101725,48,86.9,6038,94,1098,64,12979,44,6604,22,47.1,58,64.9,70,28.6,30,82.3,71,43.1,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,188429|208822|194310|195809|144740|166513|159647|122612|145813|212106|139931|186584|199139|102049|174817|169248|127741|150136|138354|207582,74,79,59.4|07,NULL,848
109819,Bakersfield College,Bakersfield,California,2-year,Public,Associates--Public Urban-serving Multicampus,NULL,NULL,-118.973491,35.4108,www.bakersfieldcollege.edu/,17770,9.2,12.8,16.5,47458,44144,37780,68,31.6,10325,89,NULL,NULL,2947,16,NULL,NULL,5.9,30,17.5,39,39,43,71.3,92,53.7,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217475|239248|165112|191083|114789|204945|187532|130396|122658|210605|159045|156921|218894|193326|132709|144166|117715|227924|177995|223773,113,125,31.4|10,NULL,1569
109907,Barstow Community College,Barstow,California,2-year,Public,Associates--Public Suburban-serving Single Campus,NULL,NULL,-117.02523,34.871451,www.barstow.edu,3211,13.2,12.8,16.5,65575,44144,37780,89,36.5,2120,33,NULL,NULL,3225,22,179,18,6.7,34,17.2,37,49.4,69,53.7,32,25.7,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112686|436304|195058|129695|213525|174428|147411|233754|162104|245625|209250|146418|171225|173416|183743|198570|199421|123563|207069|207670,113,106,20.8|10,NULL,163
110060,Bethesda Christian University,Anaheim,California,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,NULL,NULL,-117.941323,33.842295,www.buc.edu,259,25.1,22.4,22.5,16556,125902,101725,2,78.8,217,8,NULL,NULL,4692,7,NULL,NULL,65.2,82,78.3,86,75,93,92.9,91,12,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,194657|223117|172033|205027|163532|216047|101453|193052|201140|194763|190734|137272|164207|128425|177816|197692|197647|209241|159948|137777,74,106,56.8|07,NULL,46
110097,Biola University,La Mirada,California,4-year,Private not-for-profit,Doctoral/Research Universities,NULL,NULL,-118.017342,33.904823,www.biola.edu,4331,20.6,22.4,22.5,80607,125902,101725,52,96.6,4274,90,1123,71,23604,88,17473,50,48.8,60,68.2,75,31,35,85,77,54.7,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131159|228246|121150|122436|120883|191649|216597|167358|213543|207971|120254|152318|211273|135726|110662|202523|149781|229267|130590|209056,74,79,75.6|07,NULL,789
110185,Brooks Institute,Santa Barbara,California,4-year,Private for-profit,Schools of art- music- and design,NULL,NULL,-119.695991,34.418552,www.brooks.edu,492,20.9,23.2,24.6,96406,53245,38763,89,78.3,745,61,NULL,NULL,5507,84,NULL,NULL,35.3,78,36.5,73,42.8,7,77.3,81,40.5,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,161509|239309|214148|202046|202170|201061|234492|126702|169442|430810|117168|142887|235024|428286|215053|136774|119270|392840|167321|120403,64,114,46.8|07,NULL,156
110219,Bryan College at Los Angeles,Los Angeles,California,4-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-118.302882,34.061406,www.bryancollege.edu,879,9.1,23.2,24.6,90616,53245,38763,87,100,1585,84,NULL,NULL,5700,86,NULL,NULL,NULL,NULL,NULL,NULL,58.9,27,NULL,NULL,41.7,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,238421|158158|446598|129446|126605|446792|188854|452054|446844|446561|246008|451398|446835|444547|436429|235495|454236|446808|451820|439437,64,517,87.5|07,NULL,NULL
110246,Butte College,Oroville,California,2-year,Public,Associates--Public Rural-serving Large,NULL,NULL,-121.644691,39.649116,www.butte.edu,12163,17.4,12.8,16.5,26760,44144,37780,20,47.8,8649,85,NULL,NULL,3653,36,244,24,10.7,56,28.6,77,49.3,69,70.4,91,26.4,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,198534|189547|222062|169521|151050|118718|227146|133386|177472|183655|185509|219824|126119|170444|222576|229355|137281|176071|209038|121707,113,128,35.1|10,NULL,1199
110334,Cabrillo College,Aptos,California,2-year,Public,Associates--Public Rural-serving Large,NULL,NULL,-121.927926,36.9891,www.cabrillo.edu,13666,15.8,12.8,16.5,48829,44144,37780,71,33.8,7729,82,NULL,NULL,2696,10,2168,79,6.8,34,27.4,74,24.8,11,74,96,37,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115393|238263|238722|182500|236188|188100|112561|106148|236258|197887|236638|118684|190840|234845|127732|194240|229841|226806|148256|188137,113,128,30.7|10,NULL,857
110361,California Baptist University,Riverside,California,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-117.42587,33.928569,www.calbaptist.edu,5797,18.7,22.4,22.5,79053,125902,101725,51,87.7,5056,92,984,24,12018,39,2304,8,40.9,47,58.1,56,47.8,72,76.8,55,46.3,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117627|432241|150172|126669|152336|440536|187648|204617|170037|157793|142461|105589|119173|207324|239743|226471|132657|101693|202541|224402,74,386,58.8|07,NULL,489
110370,California College of the Arts,San Francisco,California,4-year,Private not-for-profit,Schools of art- music- and design,NULL,NULL,-122.400263,37.767266,www.cca.edu,1502,18.8,22.4,22.5,110420,125902,101725,74,93.9,1434,51,NULL,NULL,17703,71,16075,47,31.2,31,61.8,63,32.4,39,81.9,70,15.6,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,214971|143048|108232|199184|111081|117168|134237|214148|197151|161509|215105|110185|166984|140951|109651|220808|164933|169442|113537|202170,74,114,99.5|07,NULL,186
110404,California Institute of Technology,Pasadena,California,4-year,Private not-for-profit,Research Universities--very high research activity,NULL,NULL,-118.12574,34.139275,www.caltech.edu,977,24.8,22.4,22.5,598908,125902,101725,100,100,978,35,1534,100,29314,94,872856,99,82.3,94,93.1,98,10.6,1,96.6,97,97.6,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,130794|186131|166027|166683|144050|179867|168148|190150|147767|198419|215062|152080|243744|182670|221999|227757|217156|139658|131496|211440,74,106,96.7|07,CIT|Caltech,231
110413,California Lutheran University,Thousand Oaks,California,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-118.879467,34.225551,www.callutheran.edu/,2888,25.2,22.4,22.5,55699,125902,101725,28,94.1,2812,80,1108,67,14864,56,14701,44,61.3,78,70,77,25.8,25,84.8,76,40.8,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217864|185572|192323|130226|123554|167783|126580|190594|174899|203368|175005|210739|211088|201195|195720|196158|154095|170082|173665|179566,74,386,99.3|07,NULL,424
110422,California Polytechnic State University at San Luis Obispo,San Luis Obispo,California,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-120.65856,35.29889,calpoly.edu,18739,20.7,25,21.5,80134,79310,66436,79,96.4,16661,82,1242,95,7499,77,10629,79,29,67,69.7,89,19.8,5,92.5,96,68.5,61,2010,27,1.4,50.9,10.7,74.6,5,2.1,5.9,78.7,2.1,4.6,2.4,85.7,3.4,0.4,1,165662|195003|136950|153269|159656|191931|219709|164739|111948|122931|224323|197869|227863|199218|217402|187134|192819|140447|232423|163046,32,386,83.0|07,Cal Poly,4419
110468,Alliant International University-San Diego,San Diego,California,4-year,Private not-for-profit,Doctoral/Research Universities,NULL,NULL,-117.094398,32.897056,www.alliant.edu,917,33.5,22.4,22.5,60123,125902,101725,31,19.5,227,8,NULL,NULL,6587,15,414,1,NULL,NULL,NULL,NULL,32.3,39,75,49,79.4,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,137148|110316|436438|125231|241331|115083|413413|444130|231651|114549|245865|115746|365426|149514|117140|209612|168740|157757|173984|206279,74,79,NULL,NULL,NULL
